drugbank_id	target_id	target_name	target_organism	swissprot_id	gene_name	cellular_location
DB03147	BE0000960	Dihydropyrimidine dehydrogenase [NADP(+)]	Human	Q12882	DPYD	Cytoplasm
DB03147	BE0002962	Ferredoxin--NADP reductase	Anabaena sp. (strain PCC 7119)	P21890	petH	Cellular thylakoid membrane
DB03147	BE0000114	D-lactate dehydrogenase	Escherichia coli (strain K12)	P06149	dld	Bacterial cell membrane; peripheral membrane protein; cytoplasmic side
DB03147	BE0002963	Sulfite reductase [NADPH] flavoprotein alpha-component	Escherichia coli (strain K12)	P38038	cysJ	
DB03147	BE0001979	Thioredoxin reductase 1, cytoplasmic	Human	Q16881	TXNRD1	Cytoplasm
DB03147	BE0002964	Ferredoxin--NADP reductase	Azotobacter vinelandii	Q44532	fpr	
DB03147	BE0000605	Isobutyryl-CoA dehydrogenase, mitochondrial	Human	Q9UKU7	ACAD8	Mitochondrion
DB03147	BE0002938	Acyl-CoA dehydrogenase, short-chain specific	Megasphaera elsdenii	Q06319		
DB03147	BE0000965	Apoptosis-inducing factor 1, mitochondrial	Human	O95831	AIFM1	Mitochondrion; mitochondrial intermembrane space. Nucleus. Note=Translocated to the nucleus upon ind
DB03147	BE0002596	Ferredoxin reductase	Pseudomonas sp. (strain KKS102)	O95831	bphA4	
DB03147	BE0002965	Dihydrolipoyl dehydrogenase	Azotobacter vinelandii	P18925		Cytoplasm
DB03147	BE0002966	Amine oxidase, flavin-containing protein	Pseudomonas syringae pv. tomato (strain DC3000)	P18925	PSPTO1126	
DB03147	BE0002967	Deoxyribodipyrimidine photo-lyase	Escherichia coli (strain K12)	P00914	phrB	
DB03147	BE0002968	Deoxyribodipyrimidine photo-lyase	Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1)	P05327	phr	
DB03147	BE0002969	L-aspartate oxidase	Escherichia coli (strain K12)	P10902	nadB	Cytoplasm
DB03147	BE0002970	Cryptochrome DASH	Synechocystis sp. (strain PCC 6803 / Kazusa)	P77967	cry	
DB03147	BE0000737	Dihydrolipoyl dehydrogenase, mitochondrial	Human	P09622	DLD	Mitochondrion; mitochondrial matrix
DB03147	BE0002881	Fumarate reductase flavoprotein subunit	Shewanella frigidimarina (strain NCIMB 400)	Q9Z4P0	ifcA	Periplasm
DB03147	BE0004507	NADH-cytochrome b5 reductase 1	Human	Q9UHQ9	CYB5R1	
DB03147	BE0002774	Oxidoreductase	Brevibacterium sterolicum	Q9UHQ9		
DB03147	BE0002196	Amine oxidase [flavin-containing] B	Human	P27338	MAOB	Mitochondrion
DB03147	BE0004480	NADPH:adrenodoxin oxidoreductase, mitochondrial	Human	P22570	FDXR	
DB03147	BE0004135	Peroxisomal acyl-coenzyme A oxidase 1	Human	Q15067	ACOX1	Peroxisome
DB03147	BE0002971	UDP-N-acetylenolpyruvoylglucosamine reductase	Escherichia coli (strain K12)	P08373	murB	Cytoplasm (Probable)
DB03147	BE0004580	FAD-linked sulfhydryl oxidase ALR	Human	P55789	GFER	
DB03147	BE0002972	UDP-N-acetylenolpyruvoylglucosamine reductase	Staphylococcus aureus (strain MW2)	P61432	murB	Cytoplasm (Probable)
DB03147	BE0002917	Flavohemoprotein	Escherichia coli (strain K12)	P24232	hmp	Cytoplasm
DB03147	BE0002619	Phenol 2-hydroxylase component B	Bacillus thermoglucosidasius	P24232	pheA2	
DB03147	BE0002973	Methylenetetrahydrofolate reductase	Thermus thermophilus	P24232	metF	
DB03147	BE0002974	Putidaredoxin reductase	Pseudomonas putida	P16640	camA	
DB03147	BE0002975	NAD(P)H dehydrogenase (quinone)	Mycobacterium tuberculosis	O53355	lpdA	
DB03147	BE0002976	UDP-galactopyranose mutase	Mycobacterium tuberculosis	O06934	glf	
DB03147	BE0002977	4-hydroxybutyryl-CoA dehydratase/vinylacetyl-CoA-Delta-isomerase	Clostridium aminobutyricum	P55792	abfD	
DB03147	BE0002978	4-cresol dehydrogenase [hydroxylating] flavoprotein subunit	Pseudomonas putida	P09788	pchF	
DB03147	BE0002979	Alkyl hydroperoxide reductase subunit F	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	P19480	ahpF	
DB03147	BE0002980	Outer membrane protein p64k or PM-6	Neisseria meningitidis	P19480	m-6	
DB03147	BE0002981	Glutathione reductase	Plasmodium falciparum (isolate K1 / Thailand)	Q94655	GR2	Cytoplasm
DB03147	BE0002982	Phenylacetone monooxygenase	Thermobifida fusca (strain YX)	Q47PU3	pamO	
DB03147	BE0002983	Benzoate 1,2-dioxygenase electron transfer component	Acinetobacter sp. (strain ADP1)	P07771	benC	
DB03147	BE0002984	Putative acyl-CoA dehydrogenase	Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039)	P07771	TT_C0779	
DB03147	BE0002985	FkbI	Streptomyces hygroscopicus subsp. ascomyceticus	P07771	fkbI	
DB03147	BE0002616	Dihydrolipoyl dehydrogenase	Pseudomonas putida	P09063	lpdV	Cytoplasm
DB03147	BE0002986	Dihydrolipoyl dehydrogenase	Pseudomonas fluorescens	P14218	lpd	Cytoplasm
DB03147	BE0002987	Alkyl hydroperoxide reductase subunit F	Escherichia coli (strain K12)	P35340	ahpF	
DB03147	BE0002988	Ferredoxin--NADP reductase	Nostoc sp. (strain PCC 7120 / UTEX 2576)	P58558	petH	Cellular thylakoid membrane
DB03147	BE0002989	Ferredoxin--NADP reductase	Escherichia coli (strain K12)	P28861	fpr	
DB03147	BE0002990	Mersacidin decarboxylase	Bacillus sp. (strain HIL-Y85/54728)	Q9RC23	mrsD	
DB03147	BE0002001	Fumarate reductase flavoprotein subunit	Shewanella frigidimarina	P0C278	fccA	Periplasm
DB03148	BE0001675	Ribose-phosphate pyrophosphokinase	Bacillus subtilis (strain 168)	P14193	prs	Cytoplasm
DB03148	BE0002669	MutT/nudix family protein	Mycobacterium tuberculosis	P14193	MT1739	
DB03148	BE0002991	Protein UshA	Escherichia coli (strain K12)	P07024	ushA	Periplasm
DB03149	BE0001732	Gag-Pol polyprotein	HIV-2	P04584	gag-pol	Nucleus. Cytoplasm (By similarity). Note=Following virus entry, the nuclear localization signal (NLS
DB03149	BE0001038	Chymase	Human	P23946	CMA1	Secreted protein. Cytoplasmic granule. Note=Mast cell granules
DB03149	BE0000787	Gag-Pol polyprotein	HIV-1	P03369	gag-pol	Nucleus. Cytoplasm (By similarity). Following virus entry, the nuclear localization signal (NLS) of 
DB03150	BE0001221	Thymidylate kinase	Human	P23919	DTYMK	
DB03151	BE0002992	Oxidoreductase	Marinobacter hydrocarbonoclasticus			
DB03151	BE0002993	Nitrous-oxide reductase	Paracoccus denitrificans	Q51705	nosZ	Periplasm
DB03152	BE0001665	DNA polymerase I, thermostable	Thermus aquaticus	P19821	polA	Cytoplasmic
DB03152	BE0001682	Aquaporin Z	Shigella flexneri	O68874	aqpZ	Cell inner membrane; multi-pass membrane protein
DB03152	BE0001273	Protein-glutamine gamma-glutamyltransferase E	Human	Q08188	TGM3	
DB03152	BE0003883	H subunit of photosynthetic reaction center complex	Thermochromatium tepidum	Q08188	puhA	
DB03152	BE0003818	Aquaporin Z	Escherichia coli (strain K12)	P60844	aqpZ	Cell inner membrane
DB03152	BE0003884	Cytochrome b	Rhodobacter sphaeroides	Q02761	petB	Cell membrane
DB03152	BE0003885	Ubiquinol-cytochrome c reductase iron-sulfur subunit	Rhodobacter sphaeroides	Q02762	petA	Cell membrane
DB03152	BE0003886	Cytochrome c1	Rhodobacter sphaeroides	Q02760	petC	Cell membrane
DB03152	BE0001200	Rhodopsin	Human	P08100	RHO	Membrane; multi-pass membrane protein
DB03153	BE0000077	Hypoxanthine-guanine phosphoribosyltransferase	Human	P00492	HPRT1	Cytoplasm
DB03154	BE0000623	Tyrosine-protein phosphatase non-receptor type 1	Human	P18031	PTPN1	Endoplasmic reticulum; endoplasmic reticulum membrane; peripheral membrane protein; cytoplasmic side
DB03155	BE0003317	Ribonuclease pancreatic	Human	P07998	RNASE1	Secreted protein
DB03156	BE0001361	Hyaluronate lyase	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	Q54873	SP_0314	Cell wall; peptidoglycan-anchor (Potential)
DB03156	BE0001416	Chondroitinase-AC	Pedobacter heparinus (strain ATCC 13125 / DSM 2366 / NCIB 9290)	Q59288	cslA	
DB03156	BE0002819	Alpha-glucuronidase	Geobacillus stearothermophilus	Q59288	aguA	Cytoplasmic
DB03157	BE0001438	Thymidylate synthase	Escherichia coli (strain K12)	P0A884	thyA	Cytoplasm
DB03158	BE0004437	Type II inositol 1,4,5-trisphosphate 5-phosphatase	Human	P32019	INPP5B	
DB03159	BE0000048	Prothrombin	Human	P00734	F2	Secreted protein; extracellular space
DB03159	BE0001739	Trypsin-1	Human	P07477	PRSS1	Secreted protein; extracellular space
DB03159	BE0000895	Urokinase-type plasminogen activator	Human	P00749	PLAU	Secreted protein
DB03160	BE0001794	8-amino-7-oxononanoate synthase	Escherichia coli (strain K12)	P12998	bioF	
DB03161	BE0002627	dTDP-glucose 4,6-dehydratase	Streptococcus mutans serotype c (strain ATCC 700610 / UA159)	P95780	rmlB	
DB03161	BE0002995	DTDP-4-dehydrorhamnose 3,5-epimerase	Streptococcus suis	P95780	rmlC	
DB03162	BE0001448	L-lactate dehydrogenase	Plasmodium falciparum (isolate CDC / Honduras)	Q27743		
DB03163	BE0001784	2-oxopropyl-CoM reductase, carboxylating	Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2)	Q56839	xecC	
DB03164	BE0001402	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase	VACV	P07617	PAPS	
DB03165	BE0001417	Isopentenyl-diphosphate Delta-isomerase	Escherichia coli (strain K12)	Q46822	idi	Cytoplasm
DB03169	BE0001856	3-hydroxy-3-methylglutaryl-coenzyme A reductase	Pseudomonas mevalonii	P13702	mvaA	
DB03169	BE0000574	3-hydroxy-3-methylglutaryl-coenzyme A reductase	Human	P04035	HMGCR	Endoplasmic reticulum; endoplasmic reticulum membrane; multi-pass membrane protein. Peroxisome; pero
DB03169	BE0002695	3-hydroxy-3-methylglutaryl CoA synthase	Staphylococcus aureus (strain MW2)	P04035	mvaS	
DB03170	BE0001757	Phosphopantetheine adenylyltransferase	Shigella flexneri	P0A6I8	coaD	Cytoplasm
DB03171	BE0001719	Tryptophan synthase alpha chain	Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039)	P16608	trpA	
DB03171	BE0004065	Tryptophan synthase alpha chain	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	P00929	trpA	
DB03171	BE0004066	Tryptophan synthase beta chain	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	P0A2K1	trpB	
DB03172	BE0002011	Purine nucleoside phosphorylase DeoD-type	Escherichia coli (strain K12)	P0ABP8	deoD	
DB03173	BE0001739	Trypsin-1	Human	P07477	PRSS1	Secreted protein; extracellular space
DB03174	BE0003136	Phosphonoacetaldehyde hydrolase	Bacillus cereus	O31156	phnX	Cytoplasmic
DB03175	BE0003751	Lysozyme C	Human	P61626	LYZ	
DB03176	BE0000315	Thyroid hormone receptor beta	Human	P10828	THRB	Nucleus
DB03176	BE0000687	Thyroid hormone receptor alpha	Human	P10827	THRA	Nucleus
DB03177	BE0001229	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	Q05603	cobT	
DB03178	BE0001366	Guanyl-specific ribonuclease Sa	Streptomyces aureofaciens	P05798	rnaSA	Secreted protein
DB03179	BE0004586	Catechol O-methyltransferase domain-containing protein 1	Human	Q86VU5	COMTD1	
DB03180	BE0001229	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	Q05603	cobT	
DB03181	BE0000315	Thyroid hormone receptor beta	Human	P10828	THRB	Nucleus
DB03182	BE0004459	Citrate synthase, mitochondrial	Human	O75390	CS	
DB03183	BE0001287	cAMP-specific 3',5'-cyclic phosphodiesterase 4D	Human	Q08499	PDE4D	Cytoplasm. Membrane (By similarity). Cytoplasm; cytoskeleton (By similarity). Centrosome (By similar
DB03185	BE0002443	Cytidine deaminase	Human	P32320	CDA	Cytoplasmic
DB03186	BE0003317	Ribonuclease pancreatic	Human	P07998	RNASE1	Secreted protein
DB03187	BE0002302	Glycine cleavage system H protein, mitochondrial	Human	P23434	GCSH	Mitochondrion
DB03188	BE0001539	Endoglucanase G	Clostridium cellulolyticum (strain ATCC 35319 / DSM 5812 / JCM 6584 / H10)	P37700	celCCG	Cytoplasmic
DB03189	BE0003751	Lysozyme C	Human	P61626	LYZ	
DB03190	BE0001868	Penicillin-binding protein 2X	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	P59676	pbpX	Cell membrane
DB03191	BE0000407	S-adenosylmethionine synthase isoform type-1	Human	Q00266	MAT1A	
DB03192	BE0000408	Peroxisomal multifunctional enzyme type 2	Human	P51659	HSD17B4	Peroxisome
DB03193	BE0004022	Group IID secretory phospholipase A2	Human	Q9UNK4	PLA2G2D	Secreted (Potential)
DB03194	BE0004482	Mannose-binding protein C	Human	P11226	MBL2	
DB03195	BE0001221	Thymidylate kinase	Human	P23919	DTYMK	
DB03196	BE0001766	Intracellular exo-alpha-(1->5)-L-arabinofuranosidase	Geobacillus stearothermophilus	Q9XBQ3	abfA	Cytoplasmic
DB03197	BE0001450	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase	Escherichia coli (strain K12)	P26281	folK	
DB03198	BE0001243	Cyclomaltodextrin glucanotransferase	Bacillus circulans	P30920		Cytoplasmic
DB03199	BE0001712	Carminomycin 4-O-methyltransferase	Streptomyces peucetius	Q06528	dnrK	
DB03200	BE0001229	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	Q05603	cobT	
DB03201	BE0003753	Carboxypeptidase A1	Human	P15085	CPA1	Secreted
DB03202	BE0003758	Chymotrypsin-like elastase family member 1	Human	Q9UNI1	CELA1	Secreted
DB03203	BE0001854	Glycolipid transfer protein	Human	Q9NZD2	GLTP	Cytoplasm
DB03203	BE0001612	Genome polyprotein	Poliovirus type 1 (strain Mahoney)	P03300		Cytoplasmic
DB03203	BE0003372	Genome polyprotein	HRV-14	P03303		Cytoplasmic
DB03203	BE0004236	Genome polyprotein	SVDV	P13900		RNA-directed RNA polymerase 3D-POL:Host cytoplasmic vesicle membrane
DB03203	BE0004148	Genome polyprotein	Poliovirus type 3 (strains P3/Leon/37 and P3/Leon 12A[1]B)	P03302		RNA-directed RNA polymerase 3D-POL:Host cytoplasmic vesicle membrane
DB03203	BE0004247	Poliovirus receptor	Human	P15151	PVR	Isoform Gamma:Secreted
DB03205	BE0001870	Quinohemoprotein ethanol dehydrogenase type-1	Comamonas testosteroni	Q46444	qheDH	Periplasm (Potential)
DB03205	BE0001728	Quinoprotein glucose dehydrogenase B	Acinetobacter calcoaceticus	P13650	gdhB	
DB03205	BE0002909	Quinohemoprotein alcohol dehydrogenase ADH IIB	Pseudomonas putida	Q8GR64	qbdA	
DB03205	BE0003016	Pyrroloquinoline-quinone synthase	Klebsiella pneumoniae	P27505	pqqC	
DB03205	BE0003017	Quinoprotein ethanol dehydrogenase	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)	Q9Z4J7	exaA	Periplasm
DB03206	BE0001414	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase	Human	Q9UKM7	MAN1B1	Endoplasmic reticulum; endoplasmic reticulum membrane; single-pass type II membrane protein
DB03206	BE0001789	Mannosyl-oligosaccharide alpha-1,2-mannosidase	Penicillium citrinum	P31723	MSDC	Secreted protein
DB03206	BE0001220	Xylose isomerase	Arthrobacter sp. (strain NRRL B3728)	P12070	xylA	Cytoplasm
DB03206	BE0001810	Beta-glucosidase A	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	Q08638	bglA	Cytoplasmic
DB03206	BE0001371	Cyclomaltodextrin glucanotransferase	Bacillus sp. (strain 1011)	P05618	cgt	Cytoplasmic
DB03207	BE0001182	Neutrophil collagenase	Human	P22894	MMP8	Cytoplasmic granule. Note=Stored in intracellular granules
DB03210	BE0001389	Aromatic-amino-acid aminotransferase	Paracoccus denitrificans	P95468	tyrB	Cytoplasm
DB03211	BE0001536	Glyceraldehyde-3-phosphate dehydrogenase, glycosomal	Trypanosoma cruzi	P22513		Glycosome
DB03212	BE0002036	Glucarate dehydratase	Escherichia coli (strain K12)	P0AES2	gudD	
DB03213	BE0001739	Trypsin-1	Human	P07477	PRSS1	Secreted protein; extracellular space
DB03214	BE0003515	1-aminocyclopropane-1-carboxylate synthase-like protein 1	Human	Q96QU6	ACCS	
DB03214	BE0004566	L-amino-acid oxidase	Human	Q96RQ9	IL4I1	
DB03215	BE0002807	Carbapenam-3-carboxylate synthase	Erwinia carotovora	Q9XB61	carA	
DB03216	BE0001684	Adenosylhomocysteinase	Human	P23526	AHCY	Cytoplasm. Melanosome. Note=Identified by mass spectrometry in melanosome fractions from stage I to 
DB03217	BE0000838	Proto-oncogene tyrosine-protein kinase Src	Human	P12931	SRC	
DB03218	BE0000916	Glycogen phosphorylase, muscle form	Human	P11217	PYGM	
DB03219	BE0002526	RdmB	Streptomyces purpurascens		rdmB	
DB03220	BE0002214	Adenosine deaminase	Human	P00813	ADA	Cytoplasmic
DB03221	BE0000322	Carbonic anhydrase 2	Human	P00918	CA2	Cytoplasm
DB03222	BE0001811	DNA primase/helicase	Enterobacteria phage T7	P03692	4	Cytoplasmic
DB03222	BE0000113	DNA polymerase beta	Human	P06746	POLB	Nucleus
DB03222	BE0001782	Ribonucleoside-diphosphate reductase 2 subunit alpha	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	Q08698	nrdE	
DB03222	BE0001442	Anaerobic ribonucleoside-triphosphate reductase	Enterobacteria phage T4	P07071	NRDD	
DB03222	BE0001235	Protein RecA	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	Q59560	recA	Cytoplasm
DB03222	BE0001269	Protein RecA	Mycobacterium paratuberculosis (strain ATCC BAA-968 / K-10)	P62219	recA	Cytoplasm
DB03223	BE0004281	Elongation factor 2	Human	P13639	EEF2	Cytoplasm
DB03224	BE0001805	Cytochrome c-552	Thermus thermophilus	P04164	cycA	
DB03225	BE0004141	D-amino-acid oxidase	Human	P14920	DAO	Peroxisome
DB03226	BE0001853	Alcohol dehydrogenase	Geobacillus stearothermophilus	P42328		
DB03226	BE0000465	Alcohol dehydrogenase 1C	Human	P00326	ADH1C	Cytoplasm
DB03226	BE0001076	GTPase HRas	Human	P01112	HRAS	Cell membrane; lipid-anchor; cytoplasmic side. Golgi apparatus; Golgi apparatus membrane; lipid-anch
DB03227	BE0001809	Nicotinamide mononucleotide adenylyltransferase 1	Human	Q9HAN9	NMNAT1	Nucleus
DB03227	BE0001832	Nicotinamide mononucleotide adenylyltransferase 3	Human	Q96T66	NMNAT3	Nucleus (Probable)
DB03227	BE0001241	ADP-ribosyl cyclase 2	Human	Q10588	BST1	Cell membrane; lipid-anchor; GPI-anchor
DB03227	BE0002622	DNA ligase	Enterococcus faecalis (strain ATCC 700802 / V583)	Q837V6	ligA	Cytoplasmic
DB03228	BE0001616	Oxygen-insensitive NAD(P)H nitroreductase	Escherichia coli (strain K12)	P38489	nfnB	
DB03229	BE0001833	Deacetoxycephalosporin C synthase	Streptomyces clavuligerus (strain ATCC 27064 / DSM 738 / JCM 4710 / NBRC 13307 / NCIMB 12785 / NRRL 3585 / VKM Ac-602)	P18548	cefE	
DB03229	BE0001866	D-2-hydroxyisocaproate dehydrogenase	Lactobacillus paracasei	P17584		
DB03230	BE0001916	Acetyl-coenzyme A synthetase	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	Q8ZKF6	acs	
DB03231	BE0001289	Dihydroneopterin aldolase	Staphylococcus aureus	P56740	folB	
DB03232	BE0001599	Protein YceI	Escherichia coli (strain K12)	P0A8X2	yceI	Periplasm (Potential)
DB03233	BE0001221	Thymidylate kinase	Human	P23919	DTYMK	
DB03234	BE0001553	Squalene--hopene cyclase	Alicyclobacillus acidocaldarius subsp. acidocaldarius (strain ATCC 27009 / DSM 446 / 104-1A)	P33247	shc	Cell membrane; peripheral membrane protein
DB03235	BE0001496	Cholera enterotoxin subunit B	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	P01556	ctxB	
DB03237	BE0002036	Glucarate dehydratase	Escherichia coli (strain K12)	P0AES2	gudD	
DB03238	BE0001248	Lysozyme	Enterobacteria phage T4	P00720	E	Cytoplasmic
DB03240	BE0000829	Glutamate receptor 2	Human	P42262	GRIA2	Membrane; multi-pass membrane protein
DB03241	BE0004793	Candidapepsin-2	Yeast	P0DJ06	SAP2	Secreted protein
DB03242	BE0001477	Heat-labile enterotoxin B chain	Escherichia coli	P32890	eltB	
DB03243	BE0001739	Trypsin-1	Human	P07477	PRSS1	Secreted protein; extracellular space
DB03245	BE0001921	Glutaryl-CoA dehydrogenase, mitochondrial	Human	Q92947	GCDH	Mitochondrion; mitochondrial matrix
DB03246	BE0001678	L-arabinose-binding periplasmic protein	Escherichia coli (strain K12)	P02924	araF	Periplasm
DB03247	BE0003033	Trimethylamine dehydrogenase	Methylophilus methylotrophus	P16099	tmd	
DB03247	BE0003034	Rubredoxin-oxygen oxidoreductase	Desulfovibrio gigas	Q9F0J6	roo	
DB03247	BE0002551	Riboflavin biosynthesis protein RibF	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	Q9F0J6	TM_0857	
DB03247	BE0003035	Morphinone reductase	Pseudomonas putida	Q9F0J6	morB	
DB03247	BE0002629	NADPH-flavin oxidoreductase	Vibrio harveyi	Q56691	frp	
DB03247	BE0004614	Ribosomal protein S6 kinase alpha-4	Human	O75676	RPS6KA4	
DB03247	BE0003036	Phenazine biosynthesis protein PhzG	Pseudomonas fluorescens	Q51793	phzG	
DB03247	BE0004577	Hydroxyacid oxidase 2	Human	Q9NYQ3	HAO2	
DB03247	BE0003037	NAD(P)H dehydrogenase (quinone)	Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG 4051 / NBRC 15346 / NCIMB 9279 / R1 / VKM B-1422)	Q9RYU4	DR_A0214	
DB03247	BE0003038	Flavodoxin-1	Escherichia coli (strain K12)	P61949	fldA	
DB03247	BE0003039	Isopentenyl-diphosphate delta-isomerase	Bacillus subtilis (strain 168)	P50740	fni	Cytoplasm (By similarity)
DB03247	BE0003040	NADH dehydrogenase	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	Q60049	nox	
DB03247	BE0003041	FMN-binding protein	Desulfovibrio vulgaris (strain Miyazaki F / DSM 19637)	Q46604	DvMF_2023	Cytoplasm
DB03247	BE0003042	Nitroreductase family protein	Bacillus cereus (strain ATCC 14579 / DSM 31)	Q46604	BC_1844	
DB03247	BE0002364	NADPH--cytochrome P450 reductase	Human	P16435	POR	Endoplasmic reticulum
DB03247	BE0003043	Phosphopantothenoylcysteine decarboxylase	Human	Q96CD2	PPCDC	
DB03247	BE0002996	PhzG	Pseudomonas aeruginosa	Q96CD2	phzG	
DB03247	BE0002849	Ferredoxin-dependent glutamate synthase 2	Synechocystis sp. (strain PCC 6803 / Kazusa)	P55038	gltS	
DB03247	BE0002066	Pyridoxine/pyridoxamine 5'-phosphate oxidase	Escherichia coli (strain K12)	P0AFI7	pdxH	
DB03247	BE0001807	Flavodoxin	Clostridium beijerinckii	P00322		
DB03247	BE0001616	Oxygen-insensitive NAD(P)H nitroreductase	Escherichia coli (strain K12)	P38489	nfnB	
DB03247	BE0001922	Chorismate synthase	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	P0A2Y7	aroC	
